X Position,Y Position,Mask Area,Normalized Mask Area
-0.26443830471335505,-0.424349364321813,20343299.0,0.6523571963577763
-0.24263571065747772,-0.43718178360236004,20368346.0,0.6578765918091175
-0.2201930557096386,-0.4489042417011138,20418953.0,0.6690284281809794
-0.19715786736391352,-0.45948751379826797,20444280.0,0.6746095248630618
-0.1736419315563543,-0.4688800268782819,20495131.0,0.6858151294502839
-0.14978515165639367,-0.47703711421992223,20545957.0,0.6970152249990469
-0.12558662448537988,-0.4839710732578634,20571375.0,0.7026163745811203
-0.10092950883611967,-0.48970729445874056,20622074.0,0.7137884842145114
-0.07607280626749481,-0.49417904462511175,20647472.0,0.7193852265658175
-0.0502526169584399,-0.4974682648057344,20699055.0,0.7307521357991202
-0.02513427162291442,-0.49936786880013173,20724440.0,0.7363460134504276
